"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY.ID","COUNTRY","INDICATOR.ID","INDICATOR","ENERGY_SOURCE.ID","ENERGY_SOURCE","FREQUENCY.ID","FREQUENCY","2017","2018","2019","2020","2021","2022","2023"
"IMF.STA:RE(2.0.1)","CZE.EIC_MW.SOLARENERGY.A","OBS_VALUE","CZE","Czech Republic","EIC_MW","Electricity Installed Capacity, Megawatt","SOLARENERGY","Solar energy","A","Annual","2075.438","2081.052","2110.669","2171.956","2246.091","2420.481","2499.281"
"IMF.STA:RE(2.0.1)","COD.EIC_MW.FOSSILFUELS.A","OBS_VALUE","COD","Congo, Democratic Republic of the","EIC_MW","Electricity Installed Capacity, Megawatt","FOSSILFUELS","Fossil fuels","A","Annual","29","31.84","31.84","31.84","31.84","75.574","75.574"
"IMF.STA:RE(2.0.1)","CYP.EIC_MW.SOLARENERGY.A","OBS_VALUE","CYP","Cyprus","EIC_MW","Electricity Installed Capacity, Megawatt","SOLARENERGY","Solar energy","A","Annual","110.046","118.479","151.261","229.134","314.523","424.093","606"
"IMF.STA:RE(2.0.1)","COK.EIC_MW.SOLARENERGY.A","OBS_VALUE","COK","Cook Islands","EIC_MW","Electricity Installed Capacity, Megawatt","SOLARENERGY","Solar energy","A","Annual","3.011","4.833","5.57","5.57","5.57","5.57","5.57"
"IMF.STA:RE(2.0.1)","CYP.EG_GWH.FOSSILFUELS.A","OBS_VALUE","CYP","Cyprus","EG_GWH","Electricity Generation, Gigawatt hours","FOSSILFUELS","Fossil fuels","A","Annual","4569.154","4583.138","4626.739","4252.546","4344.667","4383.966",""
"IMF.STA:RE(2.0.1)","CRI.EIC_MW.SOLARENERGY.A","OBS_VALUE","CRI","Costa Rica","EIC_MW","Electricity Installed Capacity, Megawatt","SOLARENERGY","Solar energy","A","Annual","19.809","32.736","48.444","56.792","73.869","73.869","73.869"
"IMF.STA:RE(2.0.1)","CRI.EG_GWH.SOLARENERGY.A","OBS_VALUE","CRI","Costa Rica","EG_GWH","Electricity Generation, Gigawatt hours","SOLARENERGY","Solar energy","A","Annual","23.388","49.146","71.4","82.805","107.488","106.36",""
"IMF.STA:RE(2.0.1)","CHN.EG_GWH.SOLARENERGY.A","OBS_VALUE","CHN","China, People's Republic of","EG_GWH","Electricity Generation, Gigawatt hours","SOLARENERGY","Solar energy","A","Annual","118266.601","178070.754","224541.518","261639.073","327551.088","428163.103",""
"IMF.STA:RE(2.0.1)","COK.EG_GWH.SOLARENERGY.A","OBS_VALUE","COK","Cook Islands","EG_GWH","Electricity Generation, Gigawatt hours","SOLARENERGY","Solar energy","A","Annual","5.858","10.171","9.805","8.882","7.117","7.18",""
"IMF.STA:RE(2.0.1)","CHN.EG_GWH.HYDROPOWER.A","OBS_VALUE","CHN","China, People's Republic of","EG_GWH","Electricity Generation, Gigawatt hours","HYDROPOWER","Hydropower (excl. Pumped Storage)","A","Annual","1165117","1198890","1272540","1322010","1300600","1303900",""
"IMF.STA:RE(2.0.1)","DNK.EG_GWH.SOLARENERGY.A","OBS_VALUE","DNK","Denmark","EG_GWH","Electricity Generation, Gigawatt hours","SOLARENERGY","Solar energy","A","Annual","751.485","952.973","963.269","1180.532","1308.929","2202.567",""
"IMF.STA:RE(2.0.1)","DMA.EG_GWH.WINDENERGY.A","OBS_VALUE","DMA","Dominica","EG_GWH","Electricity Generation, Gigawatt hours","WINDENERGY","Wind energy","A","Annual","0.598","0.598","0.598","0.598","0.598","0.598",""
"IMF.STA:RE(2.0.1)","HRV.EG_GWH.WINDENERGY.A","OBS_VALUE","HRV","Croatia, Republic of","EG_GWH","Electricity Generation, Gigawatt hours","WINDENERGY","Wind energy","A","Annual","1204","1335.4","1467.3","1720.7","2061.8","2137.8",""
"IMF.STA:RE(2.0.1)","CIV.EG_GWH.SOLARENERGY.A","OBS_VALUE","CIV","Côte d'Ivoire","EG_GWH","Electricity Generation, Gigawatt hours","SOLARENERGY","Solar energy","A","Annual","1.3","2.7","5.5","8.3","10.1","11.7",""
"IMF.STA:RE(2.0.1)","DNK.EG_GWH.HYDROPOWER.A","OBS_VALUE","DNK","Denmark","EG_GWH","Electricity Generation, Gigawatt hours","HYDROPOWER","Hydropower (excl. Pumped Storage)","A","Annual","17.871","14.862","16.955","17.064","16.294","14.944",""
"IMF.STA:RE(2.0.1)","DJI.EG_GWH.FOSSILFUELS.A","OBS_VALUE","DJI","Djibouti","EG_GWH","Electricity Generation, Gigawatt hours","FOSSILFUELS","Fossil fuels","A","Annual","59","55","91","125","125","126",""
"IMF.STA:RE(2.0.1)","CRI.EIC_MW.WINDENERGY.A","OBS_VALUE","CRI","Costa Rica","EIC_MW","Electricity Installed Capacity, Megawatt","WINDENERGY","Wind energy","A","Annual","377.825","407.775","410.92","393.52","390.22","390.22","407.62"
"IMF.STA:RE(2.0.1)","DNK.EIC_MW.HYDROPOWER.A","OBS_VALUE","DNK","Denmark","EIC_MW","Electricity Installed Capacity, Megawatt","HYDROPOWER","Hydropower (excl. Pumped Storage)","A","Annual","7.153","7.153","7.163","7.163","7.123","6.644","6.644"
"IMF.STA:RE(2.0.1)","CIV.EG_GWH.HYDROPOWER.A","OBS_VALUE","CIV","Côte d'Ivoire","EG_GWH","Electricity Generation, Gigawatt hours","HYDROPOWER","Hydropower (excl. Pumped Storage)","A","Annual","2047.2","2962","3481","3376","2627","2864",""
"IMF.STA:RE(2.0.1)","COL.EIC_MW.SOLARENERGY.A","OBS_VALUE","COL","Colombia","EIC_MW","Electricity Installed Capacity, Megawatt","SOLARENERGY","Solar energy","A","Annual","11.32","13.377","23.086","82.718","180.975","480.043","715.986"
"IMF.STA:RE(2.0.1)","CRI.EG_GWH.WINDENERGY.A","OBS_VALUE","CRI","Costa Rica","EG_GWH","Electricity Generation, Gigawatt hours","WINDENERGY","Wind energy","A","Annual","1287.692","1798.888","1796.358","1459.456","1573.311","1369.245",""
"IMF.STA:RE(2.0.1)","CZE.EIC_MW.FOSSILFUELS.A","OBS_VALUE","CZE","Czech Republic","EIC_MW","Electricity Installed Capacity, Megawatt","FOSSILFUELS","Fossil fuels","A","Annual","12502.264","12538.269","12169.598","11507.88","10990.832","10900.426","10922.126"
"IMF.STA:RE(2.0.1)","DNK.EIC_MW.SOLARENERGY.A","OBS_VALUE","DNK","Denmark","EIC_MW","Electricity Installed Capacity, Megawatt","SOLARENERGY","Solar energy","A","Annual","906.35","998","1080","1304.294","1704.041","3069.9","3529"
"IMF.STA:RE(2.0.1)","CUB.EG_GWH.BIOENERGY.A","OBS_VALUE","CUB","Cuba","EG_GWH","Electricity Generation, Gigawatt hours","BIOENERGY","Bioenergy","A","Annual","623.619","445.419","522.911","564.219","541.819","393.219",""
"IMF.STA:RE(2.0.1)","DNK.EG_GWH.WINDENERGY.A","OBS_VALUE","DNK","Denmark","EG_GWH","Electricity Generation, Gigawatt hours","WINDENERGY","Wind energy","A","Annual","14780","13901.955","16149.833","16330.214","16054.467","19027.824",""
"IMF.STA:RE(2.0.1)","COG.EG_GWH.HYDROPOWER.A","OBS_VALUE","COG","Congo, Republic of","EG_GWH","Electricity Generation, Gigawatt hours","HYDROPOWER","Hydropower (excl. Pumped Storage)","A","Annual","1202.9","1046","1046","1046","1046","1046",""
"IMF.STA:RE(2.0.1)","DMA.EIC_MW.WINDENERGY.A","OBS_VALUE","DMA","Dominica","EIC_MW","Electricity Installed Capacity, Megawatt","WINDENERGY","Wind energy","A","Annual","0.231","0.231","0.231","0.231","0.231","0.231","0.231"
"IMF.STA:RE(2.0.1)","CUB.EG_GWH.FOSSILFUELS.A","OBS_VALUE","CUB","Cuba","EG_GWH","Electricity Generation, Gigawatt hours","FOSSILFUELS","Fossil fuels","A","Annual","19501.528","19873.06","19618.88","17922.924","16857.842","14921.904",""
"IMF.STA:RE(2.0.1)","CHN.EG_GWH.WINDENERGY.A","OBS_VALUE","CHN","China, People's Republic of","EG_GWH","Electricity Generation, Gigawatt hours","WINDENERGY","Wind energy","A","Annual","305015.476","366452.204","406559.694","467037.418","656705.143","763342.867",""
"IMF.STA:RE(2.0.1)","DMA.EIC_MW.HYDROPOWER.A","OBS_VALUE","DMA","Dominica","EIC_MW","Electricity Installed Capacity, Megawatt","HYDROPOWER","Hydropower (excl. Pumped Storage)","A","Annual","6.64","6.64","6.64","6.64","6.64","6.64","6.64"
"IMF.STA:RE(2.0.1)","CHN.EG_GWH.BIOENERGY.A","OBS_VALUE","CHN","China, People's Republic of","EG_GWH","Electricity Generation, Gigawatt hours","BIOENERGY","Bioenergy","A","Annual","59991.705","67300.603","82250","98200","117800","129700",""
"IMF.STA:RE(2.0.1)","COM.EIC_MW.HYDROPOWER.A","OBS_VALUE","COM","Comoros, Union of the","EIC_MW","Electricity Installed Capacity, Megawatt","HYDROPOWER","Hydropower (excl. Pumped Storage)","A","Annual","1.448","1.448","1.448","1.448","1.448","1.448","1.448"
"IMF.STA:RE(2.0.1)","DMA.EIC_MW.SOLARENERGY.A","OBS_VALUE","DMA","Dominica","EIC_MW","Electricity Installed Capacity, Megawatt","SOLARENERGY","Solar energy","A","Annual","0.63","0.315","0.315","0.315","0.315","0.315","0.315"
"IMF.STA:RE(2.0.1)","CRI.EG_GWH.BIOENERGY.A","OBS_VALUE","CRI","Costa Rica","EG_GWH","Electricity Generation, Gigawatt hours","BIOENERGY","Bioenergy","A","Annual","106.179","95.331","90.714","77.548","86.553","74.756",""
"IMF.STA:RE(2.0.1)","CRI.EIC_MW.BIOENERGY.A","OBS_VALUE","CRI","Costa Rica","EIC_MW","Electricity Installed Capacity, Megawatt","BIOENERGY","Bioenergy","A","Annual","49.102","61.602","80.102","80.461","80.759","80.761","80.761"
"IMF.STA:RE(2.0.1)","CHN.EIC_MW.SOLARENERGY.A","OBS_VALUE","CHN","China, People's Republic of","EIC_MW","Electricity Installed Capacity, Megawatt","SOLARENERGY","Solar energy","A","Annual","130832.29","175261.864","204970.8","253863.8","306972.8","393031.8","609920.8"
"IMF.STA:RE(2.0.1)","CZE.EG_GWH.SOLARENERGY.A","OBS_VALUE","CZE","Czech Republic","EG_GWH","Electricity Generation, Gigawatt hours","SOLARENERGY","Solar energy","A","Annual","2199.263","2364.775","2316.154","2294.363","2249.863","2626.272",""
"IMF.STA:RE(2.0.1)","HRV.EG_GWH.SOLARENERGY.A","OBS_VALUE","HRV","Croatia, Republic of","EG_GWH","Electricity Generation, Gigawatt hours","SOLARENERGY","Solar energy","A","Annual","78.7","74.9","83.1","95.5","148.9","151.9",""
"IMF.STA:RE(2.0.1)","COL.EIC_MW.WINDENERGY.A","OBS_VALUE","COL","Colombia","EIC_MW","Electricity Installed Capacity, Megawatt","WINDENERGY","Wind energy","A","Annual","18.42","18.42","18.42","18.42","18.42","18.42","18.42"
"IMF.STA:RE(2.0.1)","CUB.EIC_MW.BIOENERGY.A","OBS_VALUE","CUB","Cuba","EIC_MW","Electricity Installed Capacity, Megawatt","BIOENERGY","Bioenergy","A","Annual","442.36","464.36","370.26","476.36","481.809","439.651","439.651"
"IMF.STA:RE(2.0.1)","COM.EG_GWH.SOLARENERGY.A","OBS_VALUE","COM","Comoros, Union of the","EG_GWH","Electricity Generation, Gigawatt hours","SOLARENERGY","Solar energy","A","Annual","1.638","1.638","1.666","1.648","0.517","0.049",""
"IMF.STA:RE(2.0.1)","CUB.EIC_MW.WINDENERGY.A","OBS_VALUE","CUB","Cuba","EIC_MW","Electricity Installed Capacity, Megawatt","WINDENERGY","Wind energy","A","Annual","15.55","15.55","16","16","16","16","16"
"IMF.STA:RE(2.0.1)","COM.EIC_MW.SOLARENERGY.A","OBS_VALUE","COM","Comoros, Union of the","EIC_MW","Electricity Installed Capacity, Megawatt","SOLARENERGY","Solar energy","A","Annual","1.146","1.146","1.165","1.152","0.362","4.034","4.034"
"IMF.STA:RE(2.0.1)","CUW.EIC_MW.WINDENERGY.A","OBS_VALUE","CUW","Curaçao, Kingdom of the Netherlands","EIC_MW","Electricity Installed Capacity, Megawatt","WINDENERGY","Wind energy","A","Annual","46.5","46.5","46.5","46.5","46.5","46.5","46.5"
"IMF.STA:RE(2.0.1)","CIV.EIC_MW.FOSSILFUELS.A","OBS_VALUE","CIV","Côte d'Ivoire","EIC_MW","Electricity Installed Capacity, Megawatt","FOSSILFUELS","Fossil fuels","A","Annual","1325.1408","1325.1408","1355.1408","1355.1408","1395.1408","1576.1408","1576.141"
"IMF.STA:RE(2.0.1)","COL.EIC_MW.HYDROPOWER.A","OBS_VALUE","COL","Colombia","EIC_MW","Electricity Installed Capacity, Megawatt","HYDROPOWER","Hydropower (excl. Pumped Storage)","A","Annual","11730.946","11841.886","11926.013","11954.197","11949.067","12553.422","13210.81"
"IMF.STA:RE(2.0.1)","CZE.EIC_MW.HYDROPOWER.A","OBS_VALUE","CZE","Czech Republic","EIC_MW","Electricity Installed Capacity, Megawatt","HYDROPOWER","Hydropower (excl. Pumped Storage)","A","Annual","1092.7","1092.519","1093.71","1093.926","1113.363","1113.576","1114.676"
"IMF.STA:RE(2.0.1)","CYP.EG_GWH.SOLARENERGY.A","OBS_VALUE","CYP","Cyprus","EG_GWH","Electricity Generation, Gigawatt hours","SOLARENERGY","Solar energy","A","Annual","172.013","199.493","218.267","295.608","468.338","601.859",""
"IMF.STA:RE(2.0.1)","COL.EG_GWH.SOLARENERGY.A","OBS_VALUE","COL","Colombia","EG_GWH","Electricity Generation, Gigawatt hours","SOLARENERGY","Solar energy","A","Annual","14.388","20.999","142.805","207.677","356.31","635.215",""
"IMF.STA:RE(2.0.1)","COG.EIC_MW.SOLARENERGY.A","OBS_VALUE","COG","Congo, Republic of","EIC_MW","Electricity Installed Capacity, Megawatt","SOLARENERGY","Solar energy","A","Annual","0.057","0.064","0.062","0.522","0.565","0.64","0.64"
"IMF.STA:RE(2.0.1)","CZE.EIC_MW.WINDENERGY.A","OBS_VALUE","CZE","Czech Republic","EIC_MW","Electricity Installed Capacity, Megawatt","WINDENERGY","Wind energy","A","Annual","308.205","316.2","339.414","339.424","339.414","339.095","343.395"
"IMF.STA:RE(2.0.1)","DJI.EIC_MW.SOLARENERGY.A","OBS_VALUE","DJI","Djibouti","EIC_MW","Electricity Installed Capacity, Megawatt","SOLARENERGY","Solar energy","A","Annual","0.362","0.362","0.362","0.362","0.362","0.362","0.362"
"IMF.STA:RE(2.0.1)","DMA.EG_GWH.FOSSILFUELS.A","OBS_VALUE","DMA","Dominica","EG_GWH","Electricity Generation, Gigawatt hours","FOSSILFUELS","Fossil fuels","A","Annual","58.495","41.224","73.029","78.185","80.94","77.806",""
"IMF.STA:RE(2.0.1)","CUB.EIC_MW.SOLARENERGY.A","OBS_VALUE","CUB","Cuba","EIC_MW","Electricity Installed Capacity, Megawatt","SOLARENERGY","Solar energy","A","Annual","70.017","124.285","150.65","213.174","246.197","267.397","279.897"
"IMF.STA:RE(2.0.1)","CRI.EIC_MW.HYDROPOWER.A","OBS_VALUE","CRI","Costa Rica","EIC_MW","Electricity Installed Capacity, Megawatt","HYDROPOWER","Hydropower (excl. Pumped Storage)","A","Annual","2328.604","2373.168","2343.637","2331.762","2379.359","2331.023","2372.39"
"IMF.STA:RE(2.0.1)","CZE.EG_GWH.BIOENERGY.A","OBS_VALUE","CZE","Czech Republic","EG_GWH","Electricity Generation, Gigawatt hours","BIOENERGY","Bioenergy","A","Annual","4966.98","4828.278","5031.661","5214.793","5384.662","5405.665",""
"IMF.STA:RE(2.0.1)","CZE.EG_GWH.HYDROPOWER.A","OBS_VALUE","CZE","Czech Republic","EG_GWH","Electricity Generation, Gigawatt hours","HYDROPOWER","Hydropower (excl. Pumped Storage)","A","Annual","1869.464","1628.83","2008.029","2143.884","2408.52","2093.465",""
"IMF.STA:RE(2.0.1)","COD.EG_GWH.HYDROPOWER.A","OBS_VALUE","COD","Congo, Democratic Republic of the","EG_GWH","Electricity Generation, Gigawatt hours","HYDROPOWER","Hydropower (excl. Pumped Storage)","A","Annual","9406.162","10517.343","11497.144","12563.875","13241.979","13302.845",""
"IMF.STA:RE(2.0.1)","CUW.EIC_MW.SOLARENERGY.A","OBS_VALUE","CUW","Curaçao, Kingdom of the Netherlands","EIC_MW","Electricity Installed Capacity, Megawatt","SOLARENERGY","Solar energy","A","Annual","11.125","11.925","11.925","13.225","13.225","13.225","13.361"
"IMF.STA:RE(2.0.1)","CHN.EIC_MW.WINDENERGY.A","OBS_VALUE","CHN","China, People's Republic of","EIC_MW","Electricity Installed Capacity, Megawatt","WINDENERGY","Wind energy","A","Annual","164374.477","184664.877","209581.91","281992.67","328973.43","365964.19","441894.95"
"IMF.STA:RE(2.0.1)","DJI.EG_GWH.SOLARENERGY.A","OBS_VALUE","DJI","Djibouti","EG_GWH","Electricity Generation, Gigawatt hours","SOLARENERGY","Solar energy","A","Annual","0.6","0.6","0.6","0.6","0.6","0.6",""
"IMF.STA:RE(2.0.1)","HRV.EIC_MW.SOLARENERGY.A","OBS_VALUE","HRV","Croatia, Republic of","EIC_MW","Electricity Installed Capacity, Megawatt","SOLARENERGY","Solar energy","A","Annual","60","67.7","84.8","108.5","138.3","222","460.7"
"IMF.STA:RE(2.0.1)","CIV.EG_GWH.FOSSILFUELS.A","OBS_VALUE","CIV","Côte d'Ivoire","EG_GWH","Electricity Generation, Gigawatt hours","FOSSILFUELS","Fossil fuels","A","Annual","7907.9","7042","10620","11216","11430","12151",""
"IMF.STA:RE(2.0.1)","COG.EG_GWH.FOSSILFUELS.A","OBS_VALUE","COG","Congo, Republic of","EG_GWH","Electricity Generation, Gigawatt hours","FOSSILFUELS","Fossil fuels","A","Annual","1648.7","1573.4","1573.4","1573.4","1573.4","1573.4",""
"IMF.STA:RE(2.0.1)","CUB.EIC_MW.HYDROPOWER.A","OBS_VALUE","CUB","Cuba","EIC_MW","Electricity Installed Capacity, Megawatt","HYDROPOWER","Hydropower (excl. Pumped Storage)","A","Annual","65.9","64","65.9","66.5","66.5","66.6","66.6"
"IMF.STA:RE(2.0.1)","CZE.EIC_MW.BIOENERGY.A","OBS_VALUE","CZE","Czech Republic","EIC_MW","Electricity Installed Capacity, Megawatt","BIOENERGY","Bioenergy","A","Annual","801.536","781.083","830.975","845.716","853.015","860.689","865.089"
"IMF.STA:RE(2.0.1)","HRV.EIC_MW.BIOENERGY.A","OBS_VALUE","HRV","Croatia, Republic of","EIC_MW","Electricity Installed Capacity, Megawatt","BIOENERGY","Bioenergy","A","Annual","86.6","115.4","127.4","135.3","154.4","160.5","160.5"
"IMF.STA:RE(2.0.1)","DNK.EIC_MW.FOSSILFUELS.A","OBS_VALUE","DNK","Denmark","EIC_MW","Electricity Installed Capacity, Megawatt","FOSSILFUELS","Fossil fuels","A","Annual","5942.514","5907.387","5609.11","5304.687","5137.525","5255.738","5255.738"
"IMF.STA:RE(2.0.1)","CUW.EG_GWH.FOSSILFUELS.A","OBS_VALUE","CUW","Curaçao, Kingdom of the Netherlands","EG_GWH","Electricity Generation, Gigawatt hours","FOSSILFUELS","Fossil fuels","A","Annual","738.953","648.217","669.586","650.008","652.171","682.589",""
"IMF.STA:RE(2.0.1)","DNK.EG_GWH.FOSSILFUELS.A","OBS_VALUE","DNK","Denmark","EG_GWH","Electricity Generation, Gigawatt hours","FOSSILFUELS","Fossil fuels","A","Annual","8501.682","8906.082","5655.063","4508.742","6158.298","5776.243",""
"IMF.STA:RE(2.0.1)","CIV.EIC_MW.HYDROPOWER.A","OBS_VALUE","CIV","Côte d'Ivoire","EIC_MW","Electricity Installed Capacity, Megawatt","HYDROPOWER","Hydropower (excl. Pumped Storage)","A","Annual","879","879","879","879","879","879","879"
"IMF.STA:RE(2.0.1)","COD.EG_GWH.SOLARENERGY.A","OBS_VALUE","COD","Congo, Democratic Republic of the","EG_GWH","Electricity Generation, Gigawatt hours","SOLARENERGY","Solar energy","A","Annual","7.258","10.666","12.26","17.006","1055.045","2113.843",""
"IMF.STA:RE(2.0.1)","CRI.EG_GWH.HYDROPOWER.A","OBS_VALUE","CRI","Costa Rica","EG_GWH","Electricity Generation, Gigawatt hours","HYDROPOWER","Hydropower (excl. Pumped Storage)","A","Annual","8678.606","8344.542","7828.306","8295.964","9287.359","9450.354",""
"IMF.STA:RE(2.0.1)","DNK.EIC_MW.WINDENERGY.A","OBS_VALUE","DNK","Denmark","EIC_MW","Electricity Installed Capacity, Megawatt","WINDENERGY","Wind energy","A","Annual","5488.949","6122.66","6110.543","6258.537","7003.948","7083.818","7481.818"
"IMF.STA:RE(2.0.1)","COK.EIC_MW.FOSSILFUELS.A","OBS_VALUE","COK","Cook Islands","EIC_MW","Electricity Installed Capacity, Megawatt","FOSSILFUELS","Fossil fuels","A","Annual","18.35","18.35","18.35","18.35","18.35","18.35","18.35"
"IMF.STA:RE(2.0.1)","CUB.EG_GWH.SOLARENERGY.A","OBS_VALUE","CUB","Cuba","EG_GWH","Electricity Generation, Gigawatt hours","SOLARENERGY","Solar energy","A","Annual","60.576","125.348","191.804","204.436","218.077","211.04",""
"IMF.STA:RE(2.0.1)","HRV.EG_GWH.HYDROPOWER.A","OBS_VALUE","HRV","Croatia, Republic of","EG_GWH","Electricity Generation, Gigawatt hours","HYDROPOWER","Hydropower (excl. Pumped Storage)","A","Annual","5307.4","7700.9","5826.1","5662.4","7127.7","5459.7",""
"IMF.STA:RE(2.0.1)","DMA.EIC_MW.FOSSILFUELS.A","OBS_VALUE","DMA","Dominica","EIC_MW","Electricity Installed Capacity, Megawatt","FOSSILFUELS","Fossil fuels","A","Annual","20.1","20.1","20.1","21.6","21.6","18.876","18.876"
"IMF.STA:RE(2.0.1)","COG.EG_GWH.SOLARENERGY.A","OBS_VALUE","COG","Congo, Republic of","EG_GWH","Electricity Generation, Gigawatt hours","SOLARENERGY","Solar energy","A","Annual","0.082","0.08","0.668","0.723","0.819","0.819",""
"IMF.STA:RE(2.0.1)","HRV.EG_GWH.FOSSILFUELS.A","OBS_VALUE","HRV","Croatia, Republic of","EG_GWH","Electricity Generation, Gigawatt hours","FOSSILFUELS","Fossil fuels","A","Annual","4667.5","3766.4","4307","4686.7","4581.5","5155.6",""
"IMF.STA:RE(2.0.1)","COD.EIC_MW.HYDROPOWER.A","OBS_VALUE","COD","Congo, Democratic Republic of the","EIC_MW","Electricity Installed Capacity, Megawatt","HYDROPOWER","Hydropower (excl. Pumped Storage)","A","Annual","2439.8","2597.8","2607.7","2607.7","2607.7","2932.452","3172.452"
"IMF.STA:RE(2.0.1)","CUW.EG_GWH.SOLARENERGY.A","OBS_VALUE","CUW","Curaçao, Kingdom of the Netherlands","EG_GWH","Electricity Generation, Gigawatt hours","SOLARENERGY","Solar energy","A","Annual","19.069","19.754","20.44","22.12","13.982","14.114",""
"IMF.STA:RE(2.0.1)","CRI.EIC_MW.FOSSILFUELS.A","OBS_VALUE","CRI","Costa Rica","EIC_MW","Electricity Installed Capacity, Megawatt","FOSSILFUELS","Fossil fuels","A","Annual","571.69","571.69","474.111","474.111","425.961","380.961","380.961"
"IMF.STA:RE(2.0.1)","HRV.EIC_MW.HYDROPOWER.A","OBS_VALUE","HRV","Croatia, Republic of","EIC_MW","Electricity Installed Capacity, Megawatt","HYDROPOWER","Hydropower (excl. Pumped Storage)","A","Annual","2193","2199.5","2199.7","2199.5","2200.5","2205.7","2205.7"
"IMF.STA:RE(2.0.1)","CUW.EG_GWH.WINDENERGY.A","OBS_VALUE","CUW","Curaçao, Kingdom of the Netherlands","EG_GWH","Electricity Generation, Gigawatt hours","WINDENERGY","Wind energy","A","Annual","161.658","231.148","223.714","185.121","193.106","183.393",""
"IMF.STA:RE(2.0.1)","DNK.EIC_MW.BIOENERGY.A","OBS_VALUE","DNK","Denmark","EIC_MW","Electricity Installed Capacity, Megawatt","BIOENERGY","Bioenergy","A","Annual","1791.267","1774.253","1982.4","2086.314","2151.559","2006.594","2006.594"
"IMF.STA:RE(2.0.1)","COD.EIC_MW.SOLARENERGY.A","OBS_VALUE","COD","Congo, Democratic Republic of the","EIC_MW","Electricity Installed Capacity, Megawatt","SOLARENERGY","Solar energy","A","Annual","5.67","8.333","9.578","14.388","17.713","22.365","22.365"
"IMF.STA:RE(2.0.1)","COL.EG_GWH.HYDROPOWER.A","OBS_VALUE","COL","Colombia","EG_GWH","Electricity Generation, Gigawatt hours","HYDROPOWER","Hydropower (excl. Pumped Storage)","A","Annual","61441.406","59934.025","54595.11","49978.041","62336.975","62259.235",""
